id,label,query,paragraphs
R01-28-E,N,"If A leased and transfered X building that A owns to B , B subleased and transfered it to C, B as the possessor shall not be liable to the third party to compensate for damages which any defect in the installation or preservation of X building caused.","Article 717
(1) If a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) The provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) In the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person.
Article 181
Possessory rights may be acquired through an agent."
R01-28-O,N,"In cases where any defect in the installation or preservation of any structure on land caused damages to A,if B who possesses such structure shall be liable to compensate for those damages, the owner must compensate for the damages too when B has no financial resources.","Article 717
(1) If a defect in the installation or preservation of a structure on land causes damage to another person, the possessor of that structure is liable to the person incurring damage to compensate for the damage;provided, however, that if the possessor has exercised the necessary care to prevent the damage, the owner must compensate for the damage.
(2) The provisions of the preceding paragraph apply mutatis mutandis if there is a defect in the planting or supporting of bamboo or trees.
(3) In the cases referred to in the preceding two paragraphs, if there is another person that is liable for the cause of the damage, the possessor or owner may exercise their right to reimbursement against that person."
R01-31-A,Y,"With respect to any right which either husband or wife has vis-a-vis the other spouse, the prescription shall not be completed during marriage.","Article 159
With respect to rights which the husband or wife has vis-a-vis the other spouse, the prescription period does not expire until six months have passed from the time of the dissolution of their marriage."
R01-36-A,N,The authority of agency shall not be terminated upon the death of the principal.,"Article 111
(1) The authority to represent ceases to exist upon:
(i) death of the principal; and
(ii) death of the agent, or being given an order commencing bankruptcy proceeding or a decision for commencement of guardianship against the agent.
(2) The authority to represent by mandate ceases to exist, other than on the grounds set forth in the respective items of the preceding paragraph, upon the termination of the mandate."
R01-36-I,N,"When the depositor died, if the timing of the return is specified, the depositary may return the deposited goods prior to the due date.","Article 663
(1) If the parties have not specified the timing of the return of the bailed thing, the bailee may return the same at any time.
(2) If the timing of the return is specified, the bailee may not return the deposited thing prior to the due date unless there is a compelling reason to do so."
R01-36-U,Y,Loans for use shall not lose its effect on the death of the lender.,"Article 597
(1) If the parties specify a period of a loan for use, the loan for use is terminated upon the expiration of the period.
(2) If the parties do not specify a period of a loan for use, but they specify the purpose of using and making profit from the borrowed thing, the loan for use is terminated when the borrower finishes using and making profit from the thing in line with the purpose.
(3) A loan for use is terminated upon the death of the borrower."
R01-36-E,Y,Partners shall withdraw if the partner dies.,"Article 679
Beyond the cases referred to in the preceding Article, partners withdraw on the following grounds:
(i) the partner dies;
(ii) the partner is subject to an order commencing bankruptcy proceeding;
(iii) the partner is subject to a decision for the commencement of guardianship;
(iv) the partner has been expelled."
R01-37-A,N,"In cases where the subject of a claim is the delivery of any specified things, the obligor must take custody of such property with due care of a prudent manager until the completion of such delivery, even if the obligee refuses, or is unable, to accept the tender of the performance of any obligation.","Article 400
If the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery.
Article 413
(1) If the obligee refuses, or is unable, to accept the tender of the performance of an obligation, and the subject matter of the obligation is the delivery of a specific thing, it is sufficient for the obligor to retain the thing by exercising care identical to that the obligor exercises for the obligor's own property, during the period from the time of the tender of the performance until the delivery of the thing.
(2) If the obligee's refusal or inability to accept the performance of an obligation results in increasing the expenses for the performance, the amount of increase is borne by the obligee."
R01-37-I,Y,The obligation for the preservation which the obligor contracts with the obligee until the delivery of the specific thing can be reduced with a special contract.,"Article 400
If the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery."
R01-37-U,N,A donor shall assume a duty to retain the subject matter exercising care identical to that he/she exercises for his/her own property until the completion of such delivery.,"Article 400
If the subject matter of a claim is the delivery of a specific thing, the obligor must retain the thing with the due care of a prudent manager, which is determined in light of the contract or other sources of claims and the common sense in the transaction, until the delivery."
R03-01-E,N,"In the event that a declaration of disappearance is rescinded, a person who has acquired property due to the declaration of disappearance must return to the missing person the full amount of the benefits received from the acquisition of the property, even if the person acted in good faith regarding the survival of the missing person.","Article 32 (1) Having received proof that a missing person is alive or that a missing person died at a time different from the time set forth in the preceding Article, the family court, at the request of the missing person or an interested person, must rescind the declaration of that person's disappearance. In this case, the rescission does not affect the validity of any act performed in good faith after the declaration of disappearance but before the rescission thereof.
(2) A person who has acquired property due to a declaration of disappearance loses the rights in question due to its rescission; provided, however, that the person has the obligation to return that property only to the extent currently enriched."
R03-01-I,Y,"When a declaration of disappearance is made on the grounds that it has been unclear whether a person who was exposed to a danger likely to result in a person's death is dead or alive for one year after the danger has passed, the person subject to the declaration of disappearance is deemed to have died when that danger had passed.","Article 30 (1) If it has been unclear for seven years whether an absentee is dead or alive, the family court may enter a declaration of disappearance at the request of an interested person.
(2) The provisions of the preceding paragraph also apply if it has been unclear whether a person who has entered a war zone, was aboard a vessel that has sunk, or was otherwise exposed to a danger likely to result in a person's death is dead or alive, for one year after the war has ended, the vessel sank, or such other danger has passed.
Article 31 A person subject to a declaration of disappearance pursuant to the provisions of paragraph (1) of the preceding Article is deemed to have died when the period of time referred to in that paragraph ended, and a person subject to a declaration of disappearance pursuant to the provisions of paragraph (2) of that Article is deemed to have died when that danger had passed."
R03-01-O,N,"If A, who was subject to a declaration of disappearance and was deemed to have died, had purchased land X from B before the declaration of disappearance was rescinded, this sales contract is effective only if B acted in good faith regarding the declaration of disappearance.","Article 32 (1) Having received proof that a missing person is alive or that a missing person died at a time different from the time set forth in the preceding Article, the family court, at the request of the missing person or an interested person, must rescind the declaration of that person's disappearance. In this case, the rescission does not affect the validity of any act performed in good faith after the declaration of disappearance but before the rescission thereof."
R03-02-A,Y,"Where a person made a manifestation of intention while knowing that it does not reflect that person’s true intention, even if the other party did not specifically know the true intention of the person who made the manifestation, the manifestation of intention is void if the other party knew or could have known that the manifestation of intention was not the true intention of the person who made it.","Article 93 (1) The validity of a manifestation of intention is not impaired even if the person making it does so while knowing that it does not reflect that person's true intention; provided, however, that if the other party knew or could have known that the manifestation was not the true intention of the person who made it, that manifestation of intention is void.
(2) The nullity of a manifestation of intention under the provisions of the proviso to the preceding paragraph may not be duly asserted against a third party in good faith."
R03-02-E,Y,"If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, the first party may void the manifestation of intention even if the second party did not know that fact but could have known it.","Article 96 (1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."
R03-02-I,N,"If the manifestation of intention of a person is held void on the ground that it does not reflect that person’s true intention, such nullity may be duly asserted against a third party in good faith acting with negligence.","Article 93 (1) The validity of a manifestation of intention is not impaired even if the person making it does so while knowing that it does not reflect that person's true intention; provided, however, that if the other party knew or could have known that the manifestation was not the true intention of the person who made it, that manifestation of intention is void.
(2) The nullity of a manifestation of intention under the provisions of the proviso to the preceding paragraph may not be duly asserted against a third party in good faith."
R03-02-O,N,The rescission of a manifestation of intention induced by duress may not be duly asserted against a third party in good faith acting without negligence.,"Article 96 (1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."
R03-03-A,Y,"A sent a notice of intention to cancel the contract to B, who is a minor, B received the notice, and B's legal representative learned the manifestation of intention to cancel. In this case, A may assert against B the manifestation of intention.","Article 98-2 Any person may not assert a manifestation of intention against the other party thereto if that other party had no mental capacity or was a minor or an adult ward at the time of receiving it; provided, however, that this does not apply after either of the following persons learns of the manifestation of intention:
(i) the legal representative of the other party; or
(ii) the other party, after that other party's mental capacity has been restored or after that other party has become a person with capacity to act."
R03-03-E,N,"A sent a notice of intention to cancel the contract to B by e-mail, but the notice did not reach B due to a problem with the communication system. In this case, A’s manifestation of intention to cancel is effective.","Article 97 (1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."
R03-03-I,Y,"A repeatedly sent B a notice of intention to cancel the contract, but B refused to receive it without a legitimate reason. In this case, A's manifestation of intention to cancel is deemed to have reached B.","Article 97 (1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."
R03-03-O,N,"A wanted to send B a notice of intention to cancel the contract but did not know where B was, and the manifestation of intention to cancel was made by means of public notice. In this case, even if A was negligent in not knowing the whereabouts of B, the manifestation of intention to cancel made by A is effective.","Article 98 (1) A manifestation of intention may be made by means of public notice if the person making it is unable to ascertain who the other party is or is unable to ascertain the whereabouts thereof.
(2) Public notice as referred to in the preceding paragraph is effected by a notice being posted in the posting area of the relevant court and an indication that that posting has been made being published in the Official Gazette at least once, in accordance with the provisions of the Code of Civil Procedure (Act No. 109 of 1996) on service by publication; provided, however, that if the court finds it to be suitable, it may order that a notice be posted in the posting area of the city office, ward office, town hall, or any facility equivalent to these in lieu of the relevant information being published in the Official Gazette.
(3) A manifestation of intention by public notice is deemed to have reached the other party once two weeks have passed since the day when the relevant information was last published in the Official Gazette or once two weeks have passed since the day on which the relevant information started to be posted in lieu of being so published; provided, however, that the effect of a manifestation of intention having reached the other party does not arise if the person making it was negligent in not ascertaining the other party or the whereabouts thereof.
(4) If the person making a manifestation of intention is unable to ascertain who the other party is, the procedures involved in public notice are under the jurisdiction of the summary court that has jurisdiction over the locality where the person making the manifestation of intention is domiciled; if the person making a manifestation of intention is unable to ascertain the whereabouts of the other party, the procedures involved in public notice are under the jurisdiction of the summary court that has jurisdiction over the locality of the last known domicile of the other party.
(5) The court must have the person making a manifestation of intention prepay the expenses associated with a public notice."
R03-03-U,Y,"A died after sending B a notice to cancel the contract, and the notice subsequently reached B. In this case, the effect of A's manifestation of intention to cancel is not impaired.","Article 97 (1) A manifestation of intention becomes effective at the time notice thereof reaches the other party.
(2) If the other party prevents notice of a manifestation of intention from reaching them without a legitimate reason, the notice is deemed to have reached that party at the time it would have normally reached them.
(3) The effect of a manifestation of intention is not impaired even if the person making it dies, loses mental capacity, or becomes subject to restrictions on their legal capacity to act after having sent the notice."
R03-04-A,N,"If an agreement is made at 3:00 p.m. on May 16 of a given year that the obligation will be fulfilled within one week, the period commences at twelve midnight of the same day, which does not fall on Sunday, holiday as provided in the Act on National Holidays, or any other holiday.","Article 140 When a period is provided for in days, weeks, months, or years, the first day of the period is not included in the computation; provided, however, that this does not apply when the period commences at twelve midnight."
R03-04-E,N,"If an agreement is made at 11:00 a.m. on July 12 of a given year that the obligation will be fulfilled within one month, the period expires at 12:00 p.m. on August 13 of the same year, both of which do not fall on Sundays, holidays as provided in the Act on National Holidays, or any other holidays.","Article 143 (1) If a period is provided for in weeks, months, or years, the period is calculated in accordance to the calendar.
(2) If a period does not commence at the beginning of the week, month, or year, that period expires on the day immediately preceding the day which corresponds to the commencement day in the last week, month or year; provided, however, that if the period is provided for in months or years and the last month does not contain a corresponding day, the period expires on the last day of that month."
R03-04-I,Y,"If an agreement is made at 10:00 a.m. on June 3 of a given year that the obligation will be fulfilled within five hours,the period commences at 10:00 a.m. of the same day, which does not fall on Sunday, holiday as provided in the Act on National Holidays, or any other holiday.","Article 139 When a period is provided for in hours, the period commences immediately at the specified time."
R03-04-O,Y,"If an agreement is made at 5:00 p.m. on January 30 of a non-leap year that the obligation would be fulfilled within one month, the period expires at 12:00 p.m. on February 28 of the same year, both of which do not fall on Sundays, holidays as provided in the Act on National Holidays, or any other holidays.","Article 143 (1) If a period is provided for in weeks, months, or years, the period is calculated in accordance to the calendar.
(2) If a period does not commence at the beginning of the week, month, or year, that period expires on the day immediately preceding the day which corresponds to the commencement day in the last week, month or year; provided, however, that if the period is provided for in months or years and the last month does not contain a corresponding day, the period expires on the last day of that month."
R03-04-U,Y,"If the last day of the period provided by agreement falls on a Sunday, and it is customary to do business on that Sunday, the period expires on that day.","Article 142 If the last day of a period falls on a Sunday, a holiday as provided in the Act on National Holidays (Act No. 178 of 1948), or any other holiday, only when it is customary not to do business on the relevant day, the period expires on the immediately following day."
R03-05-A,N,"If the obligee makes the second demand during the postponement of expiry of the prescription period granted on the ground of the first demand, the prescription period does not expire until six months have passed from the time of the second demand.","Article 150 (1) If a demand is made, the prescription period does not expire until six months have passed since the time of the demand.
(2) A second demand made during the postponement of expiry of the prescription period granted on the ground of the first demand does not have the effect of postponement of expiry of prescription period under the provisions of the preceding paragraph."
R03-05-O,N,"When a provisional seizure of immovables has been made, a new period of the extinctive prescription of the preserved claim commences to run at the time when the provisional seizure is registered.","Article 149 If either of the following grounds exists, the prescription period does not expire until six months have passed from the time when the ground ceases to exist:
(i) provisional seizure; or
(ii) provisional disposition."
R03-05-U,Y,"If a demand by litigation was made and the lawsuit pertaining to the demand is subsequently terminated by withdrawal of the action, the period of prescription does not expire until six months have passed from the time of the termination.","Article 147 (1) If any of the following grounds exists, the period of prescription does not expire until the ground ceases to exist (if the ground ceases to exist while the right remains undetermined by a final and binding judgment or anything that has the same effect as a final and binding judgment, until six months have passed from the time of cessation):
(i) demand by litigation;
(ii) demand for payment;
(iii) settlement referred to in Article 275, paragraph (1) of the Code of Civil Procedure or mediation under the Civil Conciliation Act (Act No. 222 of 1951) or the Domestic Relations Case Procedure Act (Act No. 52 of 2011); or
(iv) participation in bankruptcy proceeding, rehabilitation proceeding or reorganization proceeding.
(2) In the case referred to in the preceding paragraph, if a right is determined by a final and binding judgment or anything that has the same effect as a final and binding judgment, a new period of prescription commences to run at the time when the grounds set forth in the items of that paragraph cease to exist;"
R03-07-A,N,"In the case where A has created a first-ranked mortgage for B and a second-ranked mortgage for C on land X owned by A, and the mortgages were registered, even if C subsequently acquires land X by inheritance from A, the second-ranked mortgage will not be extinguished due to merger of rights.","Article 179 (1) If ownership and another real right on the same thing are acquired by the same person, the other real right is extinguished; provided, however, that this does not apply if that thing or the other real right is the object of the right of a third party.
(2) If a real right other than ownership and another right for which that real right is the object are acquired by the same person, the other right is extinguished. In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis.
(3) The provisions of the preceding two paragraphs do not apply to possessory rights."
R03-07-E,N,"After A sold land X owned by A to B, B resold land X to C, and each of them was registered as such. Later, the sales contract between A and B was voided on the grounds that A was an adult ward. If C did not know without negligence that A was an adult ward, A may not claim that the ownership of land X belongs to A.",Article 121 An act that has been rescinded is deemed void ab initio.
R03-07-I,Y,"After A sold land X owned by A to B, B resold land X to C, and each of them was registered as such. After that, A voided the sales contract with B on the ground of fraud. If C did not know without negligence that A's manifestation of intention to sell was induced by fraud, the acquisition of the ownership of land X is not impaired.","Article 96 (1) A manifestation of intention based on fraud or duress is voidable.
(2) If a third party commits a fraud inducing a first party to make a manifestation of intention to a second party, that manifestation of intention is voidable only if the second party knew or could have known that fact.
(3) The rescission of a manifestation of intention induced by fraud under the provisions of the preceding two paragraphs may not be duly asserted against a third party in good faith acting without negligence."
R03-07-O,Y,"The person who has inherited the ownership of the dominant land alone also inherits the servitude on the land, unless otherwise provided in the act creating the servitude.","Article 281 (1) Servitudes are transferred together with the ownership in the dominant land (meaning the land of a servitude holder, enjoying benefits from another person's land; the same applies hereinafter) as appurtenances thereof, and are subject of other rights that exist in relation to the dominant land; provided, however, that this does not apply if the act establishing the servitude provides otherwise.
(2) Servitudes may neither be transferred nor made the subject of other rights apart from the dominant land."
R03-08-A,N,"In the case where A has started construction work to develop residential land on land X owned by A, and a danger exists in the neighboring land due to the construction, B, who lives on land Y can file an action for preservation of possession against A even if one year has passed since the start of construction, before the construction is completed.","Article 201 (1) An action for maintenance of possession must be filed during the obstruction or within one year after the obstruction stops; provided, however, that if the possessed thing has been damaged due to construction work and either one year has passed from the time when the construction was started or the construction has been completed, the action may not be filed.
(2) An action for preservation of possession may be filed so long as the danger of obstruction exists. In this case, the provisions of the proviso to the preceding paragraph apply mutatis mutandis if the possessed thing is likely to be damaged by the construction work.
(3) An action for recovery of possession must be filed within one year from the time when a possessor was forcibly dispossessed."
R03-08-E,Y,"When A sells movable X in his possession to B, and manifests the intention to thenceforward possess X on behalf of B, B acquires the possessory rights of X.","Article 183 If an agent manifests the intention to thenceforward possess a thing under the agent's own possession on behalf of the principal, the principal thereby acquires the possessory rights."
R03-08-O,Y,"When B, who had been in possession of movable X by leasing them from their owner A, made an agreement with A to purchase X from A and transfer A's right of possession, B's possession is regarded as possession with the intention to own them.","Article 185 If it is assumed, due to the nature of the title, that a possessor does not have the intention to own, the nature of the possessor's possession does not change unless that possessor manifests the intention to own to the person that put the thing under that person's possession, or commences possession under a new title with an intention to own from that time."
R03-08-U,Y,"If A leases movable X owned by B to C without permission, and then X is damaged due to grounds attributable to C, C who is asked by B to return X, must compensate for the entire loss or damage, even if C believed without negligence that A was the owner of X.","Article 191 If a possessed thing has been lost or damaged due to grounds attributable to the possessor, a possessor in bad faith is liable to compensate the person recovering the thing for the entire loss or damage, and a possessor in good faith is liable to compensate that person for the loss or damage to the extent currently enriched as a result of that loss or damage; provided, however, that a possessor that is without the intention to own the thing must compensate the person for the entire loss or damage, even if the possessor has acted in good faith."
R03-09-A,Y,"A co-owner of gold bullion may demand the partition of the movable property at any time, if the co-owners has not contracted not to partition.","Article 256 (1) Each co-owner may demand the partition of property in co-ownership at any time; provided, however, that this does not preclude concluding a contract agreeing not to partition that property for a period not exceeding five years.
(2) The contract under the proviso to the preceding paragraph may be renewed; provided, however, that the period thereof may not exceed five years from the time of the renewal."
R03-09-E,Y,"Each co-owner provides warranty in proportion to each co-owner’s interest, with regards to the thing other co-owners have acquired by the partition of the property in co-ownership.","Article 261 Each co-owner provides the same warranty as that of a seller in proportion to each co-owner's interest, with regards to the thing other co-owners have acquired by the partition."
R03-09-U,N,"If, in a judicial decision seeking partition of property in co-ownership, the property in co-ownership cannot be partitioned in kind, or it is likely that the value thereof will be significantly reduced by the partition, the court shall order the sale of the same at auction.","Article 258 (1) If no agreement is reached among co-owners with respect to the partition of property in co-ownership, a request for partition of the same may be submitted to the court.
(2) In cases referred to in the preceding paragraph, if the property in co-ownership cannot be partitioned in kind, or it is likely that the value thereof will be significantly reduced by the partition, the court may order the sale of the same at auction."
R03-10-A,N,The extinctive prescription of the claim secured by the right of retention does not run while the holder of the right of retention exercises the right of retention and retains the subject matter.,Article 300 The exercise of a right of retention does not preclude the running of extinctive prescription of claims.
R03-10-O,Y,"In cases where a lessee of a building has exercised a right of retention to secure reimbursement of the beneficial expenses after the termination of the lease, the right of retention will be extinguished if the court grants a period of time for the reimbursement at the request of the lessor.","Article 608 (1) If a lessee has defrayed necessary expenses with respect to the leased thing which ought to be borne by the lessor, the lessee may immediately demand the reimbursement of the same from the lessor.
(2) If the lessee has incurred beneficial expenses with respect to the leased thing, the lessor must reimburse those expenses on termination of the lease in compliance with the provisions of Article 196, paragraph (2); provided, however, that the court may, at the lessor's request, grant a reasonable period of time for the reimbursement of the
Article 295 (1) If a possessor of a thing belonging to another person has a claim that has arisen in relation to that thing, that possessor may retain that thing until that claim is satisfied; provided, however, that this does not apply if the relevant claim has not yet fallen due.
(2) The provisions of the preceding paragraph do not apply if possession commenced by means of a tortious act."
R03-10-U,Y,"The holder of the right of retention may, with the consent of the obligor, lease the thing retained to a third party and appropriate the rent thereof to the satisfaction of that holder’s own claim.","Article 298 (1) The holder of a right of retention must possess the thing retained with the due care of a prudent manager.
(2) The holder of the right of retention may not use, lease or provide as a security the thing retained unless that holder obtains the consent of the obligor; provided, however, that this does not apply to uses necessary for the preservation of that thing.
(3) If the holder of a right of retention violates the provisions of the preceding two paragraphs, the obligor may demand that the right of retention be terminated.
Article 297 (1) A holder of a right of retention may collect fruits derived from the thing retained, and appropriate the same to the satisfaction of that holder's own claim before other obligees.
(2) The fruits referred to in the preceding paragraph must be appropriated first to the payment of interest on the claim, and any remainder must be appropriated to the satisfaction of the principal."
R03-12-A,N,A person may not create more than one pledge on the same movables.,"Article 355 If more than one pledge is created with respect to the same movables, the order of priority of those pledges follow the chronological order of their creation.
Section 3 Pledges of Immovables"
R03-12-E,Y,"When the secured claim is not satisfied, a pledgee of movables may request the court to immediately appropriate the thing pledged to satisfy the claim in accordance with the evaluation of an appraiser only if there are reasonable grounds.","Article 354 If the claim of a pledgee of movables is not satisfied, the pledgee may make a request to the court seeking the immediate appropriation of the thing pledged for the satisfaction of that claim in accordance with the evaluation of an appraiser only when there are reasonable grounds. In this case, the pledgee of movables must notify the obligor in advance of the request."
R03-12-I,Y,A pledgee of movables may not have a pledgor possess the thing pledged on behalf of the pledgee.,Article 345 A pledgee may not allow a pledgor to possess the thing pledged on behalf of the pledgee.
R03-12-O,N,"When a pledgee of movables has the right to demand interest on the secured claim, a pledgee of movables may exercise the pledge solely with respect to the interest of the last two years before maturity.","Article 346 A pledges secures the principal, interest, penalties, expenses of enforcing the pledge, expense of preserving the thing pledged and the compensation of loss or damage arising from failure to perform obligations or latent defects in the thing pledged; provided, however, that this does not apply if the act establishing the pledge provides otherwise."
R03-12-U,N,"Even if a pledgee of movables paid necessary expenses for the thing pledged, the pledgee may not demand the reimbursement for the necessary expenses to the possessor.","Article 350 The provisions of Articles 296 through 300 and those of Article 304 apply mutatis mutandis to pledges.
Article 299 (1) If the holder of a right of retention incurs necessary expenses with respect to the thing retained, that holder may have the owner reimburse the same.
(2) If the holder of a right of retention incurs beneficial expenses with respect to the thing retained, to the extent that there is currently an increase in value as a result of the same, that holder may have the expenses incurred or the increase in value reimbursed at the owner's choice; provided, however, that the court may, at the request of the owner, grant a reasonable period of time for the reimbursement of the same."
R03-13-A,Y,"If a building is constructed on the land after a mortgage was placed on the land, the mortgagee may auction the building, which is unmortgaged, all at once with the land.","Article 389 (1) If a building is constructed on a mortgaged land after the creation of a mortgage, the mortgagee may auction the building together with the land; provided, however, that the right of priority of that mortgagee may be exercised solely against the proceeds of the land.
(2) The provisions of the preceding paragraph do not apply if the owner of that building has rights with respect to the possession of the mortgaged land that may be duly asserted against the mortgagee."
R03-15-A,Y,"If the obligee is negligent regarding non-performance, the court may deny the responsibility of the compensation for loss or damage, taking into consideration the negligence by the obligee.","Article 418 If the obligee is negligent regarding the failure to perform the obligation or the occurrence or spreading of a damage caused thereby, the court determines the liability for compensation for loss or damage and the amount thereof by taking these elements into consideration."
R03-15-E,N,The compensation for loss or damage due to non-performance may not be satisfied by any method other than the payment of the money.,"Article 417 Unless a particular intention is manifested, the amount of the compensation for loss or damage is determined with reference to monetary value."
R03-15-I,Y,The obligor may not be exempted from the responsibility on the ground of force majeure with respect to the compensation for loss or damage for failure to perform the obligation of payment of the loan pursuant to the monetary loan agreement.,"Article 419 (1) The amount of the compensation for loss or damage for failure to perform an obligation to deliver money is determined with reference to the statutory interest rate as of the time when the obligor first assumes the responsibility for the delay; provided, however, that if the agreed-upon interest rate exceeds the statutory interest rate, the agreed-upon interest rate prevails.
(2) The obligee is not be required to prove loss or damage with respect to the compensation for loss or damage referred to in the preceding paragraph.
(3) The obligor may not raise the defense of force majeure with respect to the compensation for loss or damage referred to in paragraph (1)."
R03-15-U,N,The obligee may claim the compensation for damage which has arisen from any special circumstances only if the party did foresee the circumstances.,"Article 416 (1) The purpose of the claim for compensation for the loss or damage for failure to perform an obligation is to have the obligor to pay the compensation for loss or damage which would ordinarily arise from the failure.
(2) The obligee may also claim the compensation for damage which has arisen from any special circumstances if the party did foresee, or should have foreseen, the circumstances."
R03-16-E,Y,"When there is an agreement on the amount of liquidated damages with respect to the failure to perform the obligation in lieu of the performance of the obligation, the exercise of the cancellation right on the ground of the non-performance may not be precluded even after the obligor offered to pay the amount of liquidated damage.","Article 420 (1) The parties may agree on the amount of liquidated damages with respect to the failure to perform the obligation.
(2) The agreement on liquidated damages do not preclude the request for performance or the exercise of the cancellation right.
(3) A penalty is presumed to constitute liquidated damages."
R03-16-O,N,The agreement on the penalty is presumed to be an agreement on payment of certain amount of money in addition to the compensation for the actual damage due to the non-performance.,"Article 420 (1) The parties may agree on the amount of liquidated damages with respect to the failure to perform the obligation.
(2) The agreement on liquidated damages do not preclude the request for performance or the exercise of the cancellation right.
(3) A penalty is presumed to constitute liquidated damages."
R03-16-U,Y,"There is an agreement on the amount of liquidated damages with respect to the failure to perform the obligation in the standard terms of contract, and the counterparty of the preparer of the standard terms requested the disclosure of the details of the standard terms of contract before the a standard transaction. However, the agreement on standard transaction was made without the preparer of the standard terms disclosing the detail with no legitimate reasons.
In this case, the agreement on the amount of liquidated damages will not be deemed to be made.","Article 548-2 (1) In the following cases, a person making an agreement to conduct a standard transaction (meaning a transaction conducted by a specified person with an unspecified and large number of persons as the counterparties, in which the uniformity of the whole or part of the transaction is reasonable to both parties; the same applies hereinafter) (that agreement is referred to as an ""agreement on standard transaction"" in the following Article) is deemed to have made an agreement on individual terms of the standard form contract (referring to a collection of provisions prepared by that specific person with the purpose of applying them as the terms of a contract for a standard transaction; the same applies hereinafter):
(i) if the person agrees to apply the standard terms of contract as the terms of contract; or
(ii) if the person that has prepared the standard terms of contract (hereinafter referred to as the ""preparer of the standard terms"") manifests to the counterparty the intention to apply the standard terms of contract as the terms of the contract in advance.
(2) Notwithstanding the provisions of the preceding paragraph, the person is deemed not to have agreed to any provisions as referred to in that paragraph that restrict the rights or expand the duties of the counterparty and that are found, in light of the manner and circumstances of the standard transaction as well as the common sense in the transaction, to unilaterally prejudice the interests of the counterparty in violation of the fundamental principle prescribed in Article 1, paragraph (2).
Article 548-3 (1) A preparer of the standard terms that conducts or seeks to conduct a standard transaction must disclose the details of the standard terms of contract by a reasonable method without delay if the counterparty requests this within a reasonable period of time before or after an agreement on standard transaction is made; provided, however, that this does not apply if the preparer has already delivered to the counterparty a document that contains the standard terms of contract or provided the other party with an electronic or magnetic record that contains the same.
(2) The provisions of the preceding Article do not apply if the preparer of the standard terms of contract refuses the request referred to in the preceding paragraph before an agreement on standard transaction is made; provided, however, that this does not apply if a temporary communication failure takes place or the preparer has a legitimate reason to refuse it."
R03-17-I,Y,"The obligee may not exercise the right of the obligor, if the right is immune from attachment.","Article 423 (1) An obligee may exercise the right of the obligor (hereinafter referred to as the ""subrogor's right"") when it is necessary to do so in order to preserve the obligee's own claim; provided, however, that this does not apply to rights which belong exclusively to and are personal to the obligor or rights which are immune from attachment.
(2) The obligee may not exercise the subrogor's right unless and until the obligee's claim becomes due; provided, however, that this does not apply to an act of preservation.
(3) The obligee may not exercise the subrogor's right if the obligee's claim is not enforceable by compulsory execution."
R03-17-O,Y,The obligor may exercise subrogor's right even after the obligee notified that obligee had exercised the subrogor’s right.,"Article 423-5 Even if the obligee exercises the subrogor's right, the obligor is not precluded from independently collecting or otherwise disposing of the subrogor's right. In such a case, the other party is not precluded from performing the obligation to the obligor with respect to the subrogor's right."
